398,287,47.28151179
785,763,35.58341074
792,0,35.84488842
0,792,17.92244421
0,801,116.123604
0,115,64.87184708
0,0,112.55981807
0,247,494.2633175
0,288,54.89536451
0,328,83.94415943
0,384,119.0395161
0,413,57.51634755
0,727,537.7022194
0,522,802.1429534
0,527,44.39670416
0,710,82.22620688
0,607,290.9424164
0,615,217.7377421
0,602,25.08428101
0,827,60.12582548
786,0,324.3676036
798,776,22.36809665
798,797,39.50678584
798,464,22.36809665
798,307,18.67073474
798,798,45.23584182
798,652,41.03883139
798,146,18.86820942
798,466,20.8360511
798,803,39.50678584
798,417,17.89974
797,798,18.67073474
799,773,22.93003166
53,287,16.80218323
53,247,22.59865763
416,125,49.54766207
416,516,49.5476725
416,167,569.0626426
501,581,796.8368383
501,287,28.51264
429,506,362.3306824
78,125,190.5673453
79,287,169.9342033
751,0,183.2564429
751,548,24.64912116
754,148,27.12015195
738,551,937.9317272
738,738,1304.2041323400001
738,737,999.23076
738,0,309.3981424
738,13,260.2167034
738,733,504.5833
738,125,317.7470073
738,691,735.4622891
738,751,526.317489
738,734,317.7470073
98,0,266.9942823
91,101,144.4007018
91,507,481.4612587
91,753,179.809502
91,621,123.5594666
87,167,31.73258142
100,618,456.6331879
100,151,733.3979400999999
84,548,986.6268852
507,0,27.65734525
507,287,88.90998221999999
113,727,248.150533
113,112,311.43589080000004
118,537,665.2672971
118,0,719.3162387
112,113,62.84210372
112,306,813.3339851
112,183,428.2378055
831,0,78.76912738
120,126,589.1869734
140,153,95.75828154
137,126,313.7860398
155,148,100.0863483
148,579,283.7340481
148,594,162.5186806
148,584,126.4534742
154,738,71.84927321
154,287,57.36780344
154,148,765.5784277
143,287,137.5302163
143,555,158.0963617
150,506,365.351538
150,144,147.38627034
150,154,444.842003
150,497,265.1956063
150,150,1084.11436362
150,0,37.91402297
150,652,55.92938417
150,291,41.92202262
150,143,484.29550853999996
150,505,354.7337692
150,101,70.76084683
150,591,70.76084683
150,167,34.90015585
150,537,47.14512992
150,305,39.36585617
150,579,82.97435138
150,146,86.73915626
291,150,41.92202262
291,581,102.3909046
291,290,138.64592948
291,297,64.92630025
291,497,610.0907929
291,537,562.5992374
291,314,59.96224026
291,500,589.2719838
146,146,975.0154949
146,160,98.15857108
146,0,52.06523479
167,150,34.90015585
167,167,68.95131243
9,296,56.02003769
9,668,278.5471563
9,0,71.90827988
163,163,665.7702672
163,288,224.0442894
163,596,560.3308654
163,176,29.82118825
163,20,66.71682986
163,323,36.17100536
166,584,2499.453496
841,0,348.7354705
